700001,Kolkata,BBD Bagh,KOLKATA,99.00,true,249.00,1,central Kolkata; traffic-sensitive,true,2026-08-29 16:29:32,2026-09-06 08:45:40,100.00,true
700002,Kolkata,Cossipore Gun Factory SO / Cossipore HO / Indian Research SO (+5 more),KOLKATA,179.00,true,299.00,6,Auto-generated from India Post master; approximate Belur distance 78.2 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 8; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,false
700003,Kolkata,Amrita Bazar Patrika SO / Baghbazar SO / Girish Avenue SO,KOLKATA,69.00,true,249.00,0,Auto-generated from India Post master; approximate Belur distance 4.1 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 3; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,true
700004,Kolkata,RGKar Medical College SO / Shyambazar Mail SO / Ultadanga SO,KOLKATA,99.00,true,249.00,0,Auto-generated from India Post master; approximate Belur distance 5.2 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 3; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,true
700005,Kolkata,Ahiritola SO / Hatkhola SO,KOLKATA,99.00,true,249.00,0,Auto-generated from India Post master; approximate Belur distance 4.6 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 2; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,true
700006,Kolkata,Beadon Street SO / Bidhan Sarani SO / Jorasanko SO (+4 more),KOLKATA,99.00,true,249.00,0,Auto-generated from India Post master; approximate Belur distance 5.9 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 7; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,true
700007,Kolkata,Archana SO / Barabazar H O / College Square SO (+3 more),KOLKATA,69.00,true,249.00,0,Auto-generated from India Post master; approximate Belur distance 6.5 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 6; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,true
700008,Kolkata,Barisha SO,KOLKATA,149.00,true,299.00,3,Auto-generated from India Post master; approximate Belur distance 21.1 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 1; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,false
700009,Kolkata,Parsibagan SO / Raja Ram Mohan Sarani SO,KOLKATA,149.00,true,299.00,3,Auto-generated from India Post master; approximate Belur distance 24.7 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 2; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,false
700010,Kolkata,Beleghata HO / Joramandir SO / Subhash Sarabor SO,KOLKATA,179.00,true,299.00,6,Auto-generated from India Post master; approximate Belur distance 31.1 km (1.25x straight-line from representative pincode coordinates). Final checkout fee/serviceability should use exact-address route. Post offices: 3; delivery offices: 1.,true,2026-09-14 00:00:00,2026-09-14 00:00:00,100.00,false
